#{"t_start": 1767991165.512576, "env_id": "None"}
r,l,t
51103.497077,480,512.797369
49816.343361,480,516.413867
50913.449593,480,520.149144
51582.061702,480,531.191985
50534.451423,480,534.963515
51628.853361,480,536.845099
51103.235839,480,538.326716
50682.490993,480,551.779376
52760.81917,480,553.658517
51848.957163,480,556.540408
51148.032012,480,560.105875
50997.400563,480,571.429579
51041.878372,480,574.636699
51330.737486,480,578.150833
52155.796665,480,581.466631
51159.320695,480,582.999699
52156.642456,480,596.157007
50993.272087,480,597.491946
50383.802654,480,599.344982
52512.730271,480,602.658895
53946.064963,480,613.894671
51516.236197,480,616.777503
51471.826727,480,620.372133
51416.29035,480,624.086271
51289.677008,480,635.510976
52494.407459,480,639.059037
52144.198867,480,641.653732
52210.873554,480,643.154352
49353.482388,480,656.795019
51910.516165,480,658.250027
49931.786512,480,660.80382
51912.719723,480,664.463689
51712.079564,480,667.667258
50563.242245,480,678.094987
53003.312596,480,679.986286
52164.187731,480,681.898641
51627.596793,480,683.984607
50596.959015,480,689.370943
50253.811214,480,691.396339
51262.946257,480,694.03538
50872.808201,480,696.027759
51097.002684,480,703.302395
50752.856487,480,706.290072
53339.947939,480,708.268381
50675.631127,480,709.576567
52289.297833,480,710.863683
50734.650198,480,723.484884
51500.272418,480,725.48866
49881.460054,480,727.506943
50044.205632,480,729.271971
50440.812321,480,742.907389
50759.493888,480,745.171707
51758.244675,480,747.640476
50632.261731,480,750.429121
49912.239787,480,762.806792
49114.528009,480,766.287308
51314.192716,480,769.077904
51545.263298,480,772.024905
50134.615154,480,785.30206
50525.115541,480,787.321197
49447.304369,480,789.113055
51195.714879,480,792.388038
52739.039387,480,794.96326
51967.318134,480,806.489595
50848.98714,480,809.381275
51072.530517,480,812.419586
50765.796734,480,813.614424
50048.482832,480,822.858705
50297.782305,480,825.895654
50011.093439,480,827.958532
49803.591006,480,829.094466
50206.815969,480,835.842567
50839.580438,480,838.104928
50189.25787,480,840.681536
53030.717462,480,842.920625
51420.166368,480,852.152629
52964.84387,480,854.995709
51812.312008,480,857.756505
50590.610426,480,860.425404
50051.6195,480,862.586476
50806.687929,480,873.85253
51668.196953,480,876.574997
52163.864711,480,878.511863
51412.708056,480,880.435381
50717.399643,480,888.305644
50598.307886,480,889.573633
50885.858484,480,890.621371
52696.760312,480,891.951861
52421.461768,480,899.22594
52625.208055,480,901.540577
51351.191802,480,903.397377
50825.079428,480,905.25877
52387.725393,480,916.168099
51088.580292,480,917.34052
49048.437648,480,918.459147
51246.143643,480,919.357821
49603.685431,480,920.359145
51897.768374,480,926.80944
51610.363447,480,929.205766
51064.206405,480,931.464512
51300.383684,480,934.005067
51508.522843,480,947.02863
50103.210634,480,949.196941
50508.332003,480,950.864447
49562.688852,480,952.973794
52093.818606,480,965.660123
51519.228104,480,968.29083
49529.935571,480,970.679103
51250.484929,480,972.996081
51065.38781,480,975.735332
50128.174653,480,982.235686
49376.465222,480,983.20083
49364.940963,480,984.492673
50731.029538,480,985.404855
50543.131061,480,993.316685
50540.994001,480,994.279988
50675.576753,480,995.551303
53046.496984,480,997.666806
49811.23818,480,1009.696145
50662.967087,480,1012.696249
51206.417886,480,1014.006579
48725.841542,480,1016.309679
49731.043495,480,1027.566525
51358.969754,480,1029.011
50766.796171,480,1030.813991
50278.281146,480,1033.735997
50586.679297,480,1036.163346
49685.082756,480,1044.763454
51306.272807,480,1045.75914
51369.347444,480,1048.049332
52959.758533,480,1050.533526
50835.526825,480,1060.948817
50851.550461,480,1063.780671
50543.629147,480,1066.213749
50643.957615,480,1068.178336
51261.955039,480,1074.946303
51540.645226,480,1077.71327
49535.779143,480,1080.170146
51602.238801,480,1082.627199
50655.768361,480,1090.955554
50167.487666,480,1093.436923
51111.255294,480,1096.345836
52169.85948,480,1097.746032
49122.953602,480,1098.628724
49906.837672,480,1109.477747
49002.247213,480,1112.165682
49424.826974,480,1113.664387
50534.040049,480,1116.385309
